Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"It Was a Veil, an Imprint (C'était un voile, une empreinte) from Dreams (Songes)",Odilon Redon,4840,"(French, 1840–1916)",(French),(1840),(1916),(Male),1891,One from a portfolio of six lithographs on chine appliqué,"composition: 7 3/8 x 5 3/8"" (18.7 x 13.7 cm); sheet: 17 5/8 x 12 7/16"" (44.8 x 31.6 cm)",Given anonymously,683.1943.1,Print,Drawings & Prints,1943-11-04,Y,98322,http://www.moma.org/collection/works/98322,http://www.moma.org/media/W1siZiIsIjk3NDQ1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1dfb54ce84afd6f8,,,,18.7,,,13.7,,
Headpiece (page 94) from Calligrammes,Giorgio de Chirico,1106,"(Italian, born Greece. 1888–1978)",(Italian),(1888),(1978),(Male),1930,One from an illustrated book with sixty-eight lithographs (including wrapper),"composition (irreg.): 5 7/8 × 6 1/4"" (15 × 15.9 cm); page: 12 13/16 × 9 15/16"" (32.6 × 25.2 cm)",The Louis E. Stern Collection,763.1964.16,Illustrated Book,Drawings & Prints,1964-10-06,Y,23419,http://www.moma.org/collection/works/23419,,,,,15.0,,,15.9,,
Saul Bass letterhead (Letter to Arthur A. Cohen & Elaine Lustig Cohen),Saul Bass,372,"(American, 1920–1996)",(American),(1920),(1996),(Male),1962,Letterpress,"10 3/4 × 8 1/2"" (27.3 × 21.6 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1120.2015,Design,Architecture & Design,2015-10-19,Y,198658,http://www.moma.org/collection/works/198658,,,,,27.3050546101,,,21.590043180100004,,
Travel Fluxkit,Carla Liss,37004,"(American, 1944–2012)",(American),(1944),(2012),(Female),c. 1973,"Plastic box with offset label, containing various printed tickets","overall (closed): 3 15/16 × 4 3/4 × 3/8"" (10 × 12 × 1 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3794.2008,Multiple,Drawings & Prints,2008-10-08,N,132181,,,,1.0,,10.0,,,12.0,,
"Stadthalle in Weissenfels, project",Günter Günschel,45585,"(German, 1928–2008)",(German),(1928),(2008),(Male),1957,Photocollage,"6 3/8 x 9"" (16.2 x 22.9 cm)",Gift of Barbara Günschel,681.2014,Architecture,Architecture & Design,2014-10-06,Y,179620,http://www.moma.org/collection/works/179620,http://www.moma.org/media/W1siZiIsIjMzMTI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=62c5d3334327e2b9,,,,16.1925323851,,,22.860045720100004,,
Plate (folio 4) from Schismes,Pierre Alechinsky,107,"(Belgian, born 1927)",(Belgian),(1927),(0),(Male),1978,Lithograph,"composition (irreg.): 12 1/16 x 8 7/16"" (30.6 x 21.4 cm); page: 12 5/8 x 9 3/8"" (32 x 23.8 cm)",Gift of the artist,1100.1979.3,Illustrated Book,Drawings & Prints,1979-12-04,Y,31681,http://www.moma.org/collection/works/31681,http://www.moma.org/media/W1siZiIsIjIyMTIyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0f1f3348767cc152,,,,30.6,,,21.4,,
Griffith Park #1,Michael Mazur,3864,"(American, 1935–2009)",(American),(1935),(2009),(Male),1968,Lithograph,"composition and sheet: 30 1/16 x 22 7/16"" (76.4 x 57 cm)
","Gift of Kleiner, Bell & Co.",1087.1968,Print,Drawings & Prints,1974-01-10,Y,75598,http://www.moma.org/collection/works/75598,http://www.moma.org/media/W1siZiIsIjI3NDk0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a76a6fde44a5eb0,,,,76.4,,,57.0,,
Petrushka inostranets,Vladimir Michailovich Konashevich,3208,(Russian),(Russian),(0),(0),(Male),1928,Book with illustrations,"Page: 7 1/2 x 5 13/16"" (19 x 14.7 cm)",Gift of The Judith Rothschild Foundation,869.2001,Illustrated Book,Drawings & Prints,2001-01-24,N,26791,,,,,,19.0,,,14.7,,
Cristobal Coaling Station: Looking south east on Unloader towers from End wharf,Unknown photographer,8595,,(),(0),(0),(),"October 12, 1915",Gelatin silver print,"7 1/16 × 9 7/16"" (17.9 × 24 cm)",Purchase,570.1971.191,Photograph,Photography,1971-11-10,N,83615,,,,,,17.9,,,24.0,,
Dancing Lady from Zeno at 4 A.M.,William Kentridge,7919,"(South African, born 1955)",(South African),(1955),(0),(Male),2001,One from a series of nine aquatint and drypoints,"plate: 9 3/4 x 7 13/16"" (24.7 x 19.8 cm); sheet: 14 x 11 5/8"" (35.6 x 29.5 cm)",Mary Ellen Meehan Fund,2504.2001.4,Print,Drawings & Prints,2001-11-13,Y,86754,http://www.moma.org/collection/works/86754,http://www.moma.org/media/W1siZiIsIjY0NTg5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=637799e0ae28bcc1,,,,24.7,,,19.8,,
Untitled for the Museum in Progress project Symposia: Art and Global Media,Bruno Latour,31303,,(),(0),(0),(Male),"(newspaper published December 4, 1998)","Lithograph, offset printed","sheet: 18 1/2 x 12 3/8"" (47 x 31.5 cm)",Linda Barth Goldstein Fund,514.2006.89,Print,Drawings & Prints,2006-06-01,N,104761,,,,,,47.0,,,31.5,,
Untitled,Mateo López,38678,"(Colombian, born 1978)",(Colombian),(1978),(0),(Male),(2008-10),Pencil on paper,"10 7/8 x 9 13/16"" (27.6 x 24.9 cm)",Latin American and Caribbean Fund,33.2011.55,Installation,Drawings & Prints,2010-10-13,N,141961,,,,0.0,,27.622555245100003,,,24.9237998476,,
"INTERIOR/EXTERIOR, BUILDING UNDER CONSTRUCTION",Gregory Rukavina,5079,(American),(American),(0),(0),(Male),1976,Gelatin silver print,"40 × 60 1/4"" (101.6 × 153.0 cm)",Gift of Arnold Gilbert,405.1983,Photograph,Photography,1983-03-24,N,52728,,,,,,101.6,,,153.0,,
Decoy II,Jasper Johns,2923,"(American, born 1930)",(American),(1930),(0),(Male),1971–73,Lithograph,"composition: 41 7/16 x 29 5/8"" (105.3 x 75.2 cm); sheet: 41 7/16 x 29 5/8"" (105.3 x 75.2 cm)",Gift of Celeste Bartos,327.1973,Print,Drawings & Prints,1973-10-24,Y,67012,http://www.moma.org/collection/works/67012,http://www.moma.org/media/W1siZiIsIjIxMTA3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e470c2ee7d7998de,,,,105.3,,,75.2,,
Memory Machine,Dorr Bothwell,694,"(American, 1902–2000)",(American),(1902),(2000),(Female),1947,Screenprint,"composition: 9 3/16 × 12 1/4"" (23.3 × 31.1 cm); sheet: 11 5/8 × 14 3/4"" (29.5 × 37.4 cm)",Purchase,16.1948,Print,Drawings & Prints,1948-03-17,Y,59985,http://www.moma.org/collection/works/59985,http://www.moma.org/media/W1siZiIsIjE5NTc0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c256c15168fb66a,,,,23.3,,,31.1,,
The Old Street No. 2,Charles Locke,3579,"(American, 1899–1983)",(American),(1899),(1983),(Male),,Lithograph,"Comp. 12 15/16 x 9 11/16"" (32.9 x 24.6 cm)",Gift of Abby Aldrich Rockefeller,1176.1940,Print,Drawings & Prints,1940-04-05,N,75922,,,,,,32.9,,,24.6,,
Untitled from American Abstract Artists,Gertrude Greene,2322,"(American, 1904–1956)",(American),(1904),(1956),(Female),1937,One from a portfolio of thirty-one lithographs,"composition: 4 15/16 × 9 5/8"" (12.5 × 24.5 cm); sheet: 9 3/16 × 11 15/16"" (23.4 × 30.4 cm)",Gift of Stephen B. Browne in honor of Byron and Rosalind Browne,480.1986.11,Print,Drawings & Prints,1987-01-15,Y,69808,http://www.moma.org/collection/works/69808,http://www.moma.org/media/W1siZiIsIjIzNjQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=113427f4530d579a,,,,12.5,,,24.5,,
"Friedrich Krupp Cast Steel Works, Essen portfolio",Hugo van Werden,44336,"(German, 1836–1911)",(German),(1836),(1911),(Male),1868-73,"Portfolio of collotype and albumen silver prints, factory layout, and lithographed map","20 1/2 × 25 3/4 × 1 3/4"" (52.1 × 65.4 × 4.4 cm)",Gift of Heidi and Richard Rieger,1086.2013.1-28,Photograph,Photography,2013-10-24,Y,173240,http://www.moma.org/collection/works/173240,http://www.moma.org/media/W1siZiIsIjMzODQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b05c7f61d37e5ef,,4.44500889,,52.0701041402,,,65.4051308103,,
VERSAILLES -- VÉNUS PAR LEGROS,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1923-24,Matte albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2802,Photograph,Photography,1968-03-06,N,40811,,,,,,,,,,,
Detail from a copper engraving,Ben Kinmont,41829,"(American, born 1963)",(American),(1963),(0),(Male),n.d.,Photocopy,,Fund for the Twenty-First Century,72.2013.44,Print,Drawings & Prints,2013-02-07,N,169105,,,,,,,,,,,
A Is the First Letter of the Alphabet,John Rieben,4916,"(American, born 1935)",(American),(1935),(0),(Male),1965-66,Lithograph,"50 x 35"" (127 x 88.9 cm)",Gift of the designer,1530.2000,Design,Architecture & Design,2000-12-11,Y,8827,http://www.moma.org/collection/works/8827,http://www.moma.org/media/W1siZiIsIjE3NDM5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9cb7a77d1f876429,,,,127.0,,,88.9,,
Untitled,Ynez Johnston,2929,"(American, born 1920)",(American),(1920),(0),(Female),1966,Lithograph,"composition (irreg.): 14 3/4 × 6 1/4"" (37.5 × 15.9 cm); sheet: 15 1/16 × 7 1/16"" (38.3 × 17.9 cm)","Gift of Kleiner, Bell & Co.",1803.1967,Print,Drawings & Prints,1974-01-10,Y,77604,http://www.moma.org/collection/works/77604,http://www.moma.org/media/W1siZiIsIjQzMDM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=638e1ef404ddd31d,,,,37.5,,,15.9,,
"LEF. Zhurnal levogo fronta iskusstv (LEF: Journal of the Left Front of the Arts), no. 3",Aleksandr Rodchenko,4975,"(Russian, 1891–1956)",(Russian),(1891),(1956),(Male),1923,"Journal, letterpress printed","Page (various): 9 1/4 x 6 1/8"" (23.5 x 15.5 cm)",Gift of The Judith Rothschild Foundation,856.2001.B,Illustrated Book,Drawings & Prints,2001-01-24,N,91238,,,,,,23.5,,,15.5,,
Untitled,Mark Bradford,33393,"(American, born 1961)",(American),(1961),(0),(Male),2012,One from a series of fourteen etching and photogravures with chine collé,"composition and sheet: 20 x 16"" (50.8 x 40.6 cm)",Committee on Prints and Illustrated Books Fund,44.2014.6,Print,Drawings & Prints,2014-02-19,Y,180350,http://www.moma.org/collection/works/180350,http://www.moma.org/media/W1siZiIsIjI5MjQ5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db53381b667b39f4,,,,0.0,,,0.0,,
Versailles. Porte Rue Gambetta,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1903,Albumen silver print,"Approx. 8 9/16 × 7 1/16"" (21.8 × 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.107,Photograph,Photography,1968-03-06,Y,38958,http://www.moma.org/collection/works/38958,http://www.moma.org/media/W1siZiIsIjMxMjQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be3ff6d886abfd55,,,,,,,,,
Stool/ Table (similar to MR1) (Perspective sketch),Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1926-46,Colored pencil on paper,"11 1/4 x 8 7/8"" (28.6 x 22.5 cm)","Mies van der Rohe Archive, gift of the architect",903.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,106631,http://www.moma.org/collection/works/106631,http://www.moma.org/media/W1siZiIsIjIyNjE5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cfbe0c5083b7776a,,,,28.5751,,,22.5425,,
Untitled from Cardinations,Jo Baer,281,"(American, born 1929)",(American),(1929),(0),(Female),1974,One from a portfolio of nine screenprints,"sheet: 28 1/4 x 21"" (71.8 x 53.3 cm)",Miranda Kaiser Fund,609.2008.3,Print,Drawings & Prints,2008-06-18,Y,126799,http://www.moma.org/collection/works/126799,http://www.moma.org/media/W1siZiIsIjIxNzg5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2b47d7243248f37b,,,,71.7551435103,,,53.3401066802,,
"Black Flag, Made Me Come",Raymond Pettibon,7500,"(American, born 1957)",(American),(1957),(0),(Male),1982,Lithograph on pressure-sensitive sticker,"sheet: 5 1/2 x 4 1/4"" (13.9 x 10.8 cm)",Acquired from The Eileen and Michael Cohen Collection through the The Sue and Edgar Wachenheim III Endowment,1089.2014.216,Print,Drawings & Prints,2014-12-17,Y,191206,http://www.moma.org/collection/works/191206,http://www.moma.org/media/W1siZiIsIjMyMTc3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e1059510690bc18a,,,,13.9,,,10.8,,
Zvuchal' vesnianki. Stikhi,Unknown Artist,23390,(Nationality unknown),(Nationality unknown),(0),(0),(),1918,,"Page: 10 3/16 x 6 3/16"" (25.8 x 15.7 cm)",Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),492.2001,Illustrated Book,Drawings & Prints,2001-01-24,N,18077,,,,,,25.8,,,15.7,,
The Concierge,Medardo Rosso,5036,"(Italian, 1858–1928)",(Italian),(1858),(1928),(Male),1883,Wax over plaster,"14 5/8 x 12 1/2 x 6 1/2"" (37.1 x 31.8 x 16.5 cm)
",Mrs. Wendell T. Bush Fund,614.1959,Sculpture,Painting & Sculpture,1959-04-22,Y,81678,http://www.moma.org/collection/works/81678,http://www.moma.org/media/W1siZiIsIjcwMzk2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=7989d632e1c57396,,16.5100330201,,37.1475742951,,3.1752,31.7500635001,,
Plate (folio 19) from BESTIAIRE,Dolly Perutz,4569,"(American, 1908–1979)",(American),(1908),(1979),(Female),1958,,"irreg. composition  8 15/16 x 13 11/16"" (22.7 x 34.8 cm)",Gift of Mr. and Mrs. Thomas Vyman,627.1959.8,Illustrated Book,Drawings & Prints,1959-04-22,N,19807,,,,,,22.7,,,34.8,,
"William Styron, Spring 1989",Curt Richter,8652,"(American, born 1956)",(American),(1956),(0),(Male),April 1989,Platinum/palladium print,"9 1/2 × 7 9/16"" (24.1 × 19.2 cm)",Gift of the artist,61.1997,Photograph,Photography,1997-03-06,N,45291,,,,,,24.1,,,19.2,,
"Amiens, portail",Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1921,Albumen silver print,"Approx. 7 1/16 × 8 9/16"" (18 × 21.8 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.3155,Photograph,Photography,1968-03-06,Y,41275,http://www.moma.org/collection/works/41275,http://www.moma.org/media/W1siZiIsIjMyMTIyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9bf2b6c721412a93,,,,,,,,,
"George Blossom House, Chicago, IL (Elevation)",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1892,Ink on linen,"18 3/8 × 21 1/2"" (46.7 × 54.6 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.9201.004,Frank Lloyd Wright Archive,Architecture & Design,,N,200797,,,,0.0,,46.672593345200006,,,54.6101092202,,
"One for Violin Solo, performed during Neo-Dada in der Musik, Kammerspiele, Düsseldorf, June 16, 1962",Nam June Paik,4469,"(American, born Korea. 1932–2006)",(American),(1932),(2006),(Male),"June 16, 1962",Gelatin silver print,"image: 4 3/4 × 7 1/8"" (12.1 × 18.1 cm); sheet: 9 3/4 × 8"" (24.8 × 20.3 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3721.2008.B01.x1-x2,Photograph,Drawings & Prints,2008-10-08,N,206399,,,,,,12.06502413,,,18.0975361951,,
"El Khusne, The Rock Temple, Petra (#547)",Francis Frith,2015,"(British, 1822–1898)",(British),(1822),(1898),(Male),c. 1860,Albumen silver print,"8 1/4 × 6 1/4"" (21.0 × 15.9 cm)",Anonymous gift,638.1976,Photograph,Photography,1976-12-08,Y,55752,http://www.moma.org/collection/works/55752,http://www.moma.org/media/W1siZiIsIjIwMTcwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af51a9c1ed8de2a7,,,,21.0,,,15.9,,
Untitled from Favorite Objects,Christian Boltanski,649,"(French, born 1944)",(French),(1944),(0),(Male),1998,One from a portfolio of 264 color Xeroxes,"composition: 10 13/16 x 8 5/16"" (27.4 x 21.1 cm); sheet: 11 x 8 9/16"" (28 x 21.7 cm)","Gift of Lee and Ann Fensterstock, in honor of their daughters, Kate and Jane",155.1999.148,Print,Drawings & Prints,1999-05-20,N,134075,,,,,,27.4,,,21.1,,
"Summergarden, The Museum of Modern Art Sculpture Garden Is Open Free Fridays, Saturdays, and Sundays","Ivan Chermayeff, Thomas Geismar, Bruce Blackburn","1091, 8080, 8081","(American, born England 1932–2017) (American, born 1931) (American, born 1938)",(American) (American) (American),(1932) (1931) (1938),(2017) (0) (0),(Male) (Male) (Male),1978,Silkscreen,"45 15/16 x 29 15/16"" (116.7 x 76.0 cm)",Gift of the designers,865.1979,Design,Architecture & Design,1979-05-30,Y,8286,http://www.moma.org/collection/works/8286,http://www.moma.org/media/W1siZiIsIjEwNTY0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a7cd5ea5ea653bfc,,,,116.7,,,76.0,,
Untitled,Christopher Le Brun,3446,"(British, born 1951)",(British),(1951),(0),(Male),(1986),Monotype,"composition  30 5/16 x 22 13/16"" (77 x 58 cm)
sheet  30 1/2 x 22 13/16"" (77 x 58 cm)",Johanna and Leslie J. Garfield Fund,8.1988,Print,Drawings & Prints,1988-01-19,Y,59755,http://www.moma.org/collection/works/59755,http://www.moma.org/media/W1siZiIsIjI3NTEwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=19892f9bf88170da,,,,77.0,,,58.0,,
"Mama, Papa Is Wounded!",Yves Tanguy,5804,"(American, born France. 1900–1955)",(American),(1900),(1955),(Male),1927,Oil on canvas,"36 1/4 x 28 3/4"" (92.1 x 73 cm)",Purchase,78.1936,Painting,Painting & Sculpture,1936-10-22,Y,78701,http://www.moma.org/collection/works/78701,http://www.moma.org/media/W1siZiIsIjQwMDg1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c79d815f31eef474,,,,92.1,,,73.0,,
"Die Aktion, vol. 10, no. 9/10",Georg Arndt,41391,(German),(German),(0),(0),(),"March 6, 1920",Periodical with one woodcut (cover) by Georg Arndt,"page (each approx.): 12 1/8 x 9 1/8"" (30.8 x 23.2 cm)",Committee on Prints and Illustrated Books Fund and The Library Council,947.2010.284,Periodical,Drawings & Prints,2010-11-10,Y,144489,http://www.moma.org/collection/works/144489,http://www.moma.org/media/W1siZiIsIjI0MzY2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f84690675b3b0f5,,,,30.8,,,23.2,,
Michael Jackson #4,Valérie Belin,26479,"(French, born 1964)",(French),(1964),(0),(Female),2003,Gelatin silver print,"39 3/8 × 31 1/2"" (100 × 80 cm)",Gift of the artist,398.2017,Photograph,Photography,2017-05-18,Y,220161,http://www.moma.org/collection/works/220161,http://www.moma.org/media/W1siZiIsIjM5MzExNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bbd3bd96f29215b1,,,,100.0,,,80.0,,
The Carpenter’s journey or the [w]hole story of the universe from The Valise,Nicolás Paris,43702,"(Colombian, born 1977)",(Colombian),(1977),(0),(Male),"2016, published 2017","Multiple of paper from a multiple of archival carrying case, containing 14 printed objects, two multiples, two books, and one 12-inch vinyl record","overall: 3 3/8 × 6 5/16 × 2 3/8"" (8.6 × 16 × 6 cm)",Gift of the Library Council of The Museum of Modern Art,656.2017.12,Multiple,Drawings & Prints,2017-10-18,N,274478,,,,6.0,,8.6,,,16.0,,
notwithstanding,Mark Fox,30229,"(American, born 1963)",(American),(1963),(0),(Male),2014,Etching,"plate: 23 5/8 x 17 1/2"" (60 x 44.5 cm); sheet: 32 11/16 x 25 9/16"" (83 x 65 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,574.2014,Print,Drawings & Prints,2014-10-02,Y,186265,http://www.moma.org/collection/works/186265,http://www.moma.org/media/W1siZiIsIjMxMjY4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9e450938f0d0a381,,,,60.0,,,44.5,,
"Brochure for Publicness, Institute of Contemporary Arts ICA, London, January 29–March 16, 2003",Aleksandra Mir,33825,"(American and Swedish, born Poland 1967)",(American),(1967),(0),(Female),2003,Exhibition program,"sheet: 3 15/16 x 8 1/4"" (10 x 21 cm)",Acquired through the generosity of Richard Gerrig and Timothy Peterson,125.2012.48,Ephemera,Drawings & Prints,2012-02-07,Y,149164,http://www.moma.org/collection/works/149164,http://www.moma.org/media/W1siZiIsIjQ0OTk0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=817cdc56892d98db,,,,10.0,,,21.0,,
The Little Beaubourg,"Ila Bêka, Louise Lemoine","49355, 49356","(Italian, born 1967) (French, born 1981)",(Italian) (French),(1967) (1981),(0) (0),(Male) (Female),2010,"Video (color, sound)",34 min.,Gift of Andrea Woodner,122.2016.3,Architecture,Architecture & Design,2016-02-22,Y,214992,http://www.moma.org/collection/works/214992,,,,,,,,,,2040.0
Tugendhat Chair. Chair with Arms (similar to Brno chair). Chair with Arms. Chair without Arms. (Elevation sketches),Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1926-46,Pencil on paper,"8 5/16 x 11 5/8"" (21.1 x 29.5 cm)","Mies van der Rohe Archive, gift of the architect",735.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,106463,http://www.moma.org/collection/works/106463,http://www.moma.org/media/W1siZiIsIjIyMjI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d7924d94c6e7d8df,,,,21.1138,,,29.5276,,
Les Étoiles,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),2009,Digital print,"composition: 8 7/16 x 6 11/16"" (21.5 x 17 cm); sheet: 12 x 9"" (30.5 x 22.9 cm)",Gift of the artist,1362.2009,Print,Drawings & Prints,2009-11-17,Y,130403,http://www.moma.org/collection/works/130403,http://www.moma.org/media/W1siZiIsIjE2NzAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b1e4a62891745c6b,,,,21.5,,,17.0,,
Report card for the Hoogere Burgerschool Amsterdam,Fré Cohen,67665,"(Dutch, 1903–1943)",(Dutch),(1903),(1943),(Female),1931,Letterpress,"9 × 6 3/8"" (22.9 × 16.2 cm)",The Merrill C. Berman Collection. Riva Castlement Endowment,567.2018,Design,Architecture & Design,2018-03-21,Y,280197,http://www.moma.org/collection/works/280197,http://www.moma.org/media/W1siZiIsIjQ1NTIzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=15a59b4c30a98937,,0.0,,22.860045720100004,,,16.1925323851,,
Untitled from Album,Terry Winters,6408,"(American, born 1949)",(American),(1949),(0),(Male),1988,Etching and aquatint from a portfolio of eight etching and aquatints (two with photogravure) and one aquatint (including title page and colophon),"plate: 20 1/2 × 16"" (52.1 × 40.6 cm); sheet: 26 7/16 × 21 1/16"" (67.2 × 53.5 cm)","Gift of Susan and Arthur Fleischer, Jr.",405.1991.4,Print,Drawings & Prints,1992-01-22,Y,166812,http://www.moma.org/collection/works/166812,http://www.moma.org/media/W1siZiIsIjI2NDg0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=12b989fcdc2f787c,,,,52.1,,,40.6,,
